Province_State,Country_Region,Lat,Long,Month,TrendlineCoef,Cluster
Venezuela,Venezuela,6.4238,-66.5897,9,938.0685424804688,1
Ecuador,Ecuador,-1.8312,-78.1834,9,865.21533203125,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,9,807.7047729492188,1
Paraguay,Paraguay,-23.4425,-58.4438,9,774.8253784179688,1
Poland,Poland,51.9194,19.1451,9,755.83740234375,1
Ethiopia,Ethiopia,9.145,40.4897,9,727.2522583007812,1
Lebanon,Lebanon,33.8547,35.8623,9,726.3439331054688,1
Hungary,Hungary,47.1625,19.5033,9,718.0442504882812,1
Libya,Libya,26.3351,17.228331,9,696.59375,1
Kuwait,Kuwait,29.31166,47.481766,9,669.7715454101562,1
Bahrain,Bahrain,26.0275,50.55,9,661.69140625,1
Panama,Panama,8.538,-80.7821,9,653.1061401367188,1
Bolivia,Bolivia,-16.2902,-63.5887,9,627.9508056640625,1
Austria,Austria,47.5162,14.5501,9,615.1820068359375,1
Saudi Arabia,Saudi Arabia,23.885942,45.079162,9,612.8153686523438,1
Portugal,Portugal,39.3999,-8.2245,9,611.27099609375,1
Dominican Republic,Dominican Republic,18.7357,-70.1627,9,608.9143676757812,1
West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,9,605.0313720703125,1
Pakistan,Pakistan,30.3753,69.3451,9,569.7677612304688,1
Guatemala,Guatemala,15.7835,-90.2308,9,568.1099243164062,1
US,US,40.0,-100.0,10,61510.41015625,2
India,India,20.593684,78.96288,10,59414.12109375,2
France,France,46.2276,2.2137,10,25606.4375,0
Brazil,Brazil,-14.235,-51.9253,10,22475.82421875,0
United Kingdom,United Kingdom,55.3781,-3.436,10,18402.677734375,0
Russia,Russia,61.52401,105.318756,10,14381.5302734375,3
Argentina,Argentina,-38.4161,-63.6167,10,13738.2197265625,3
Spain,Spain,40.463667,-3.74922,10,13656.984375,3
Italy,Italy,41.87194,12.56738,10,11104.1689453125,3
Belgium,Belgium,50.8333,4.469936,10,10053.9072265625,3
Czechia,Czechia,49.8175,15.473,10,8908.30078125,3
Poland,Poland,51.9194,19.1451,10,8407.8447265625,3
Netherlands,Netherlands,52.1326,5.2913,10,7924.42626953125,3
Colombia,Colombia,4.5709,-74.2973,10,7771.26513671875,3
Germany,Germany,51.165691,10.451526,10,6984.7451171875,3
Ukraine,Ukraine,48.3794,31.1656,10,5935.556640625,1
Mexico,Mexico,23.6345,-102.5528,10,5585.90234375,1
Iran,Iran,32.427908,53.688046,10,4865.00439453125,1
Indonesia,Indonesia,-0.7893,113.9213,10,4029.0556640625,1
Romania,Romania,45.9432,24.9668,10,3676.822265625,1
Iraq,Iraq,33.223191,43.679291,10,3492.4404296875,1
Switzerland,Switzerland,46.8182,8.2275,10,3262.079833984375,1
Nepal,Nepal,28.1667,84.25,10,3238.26220703125,1
Morocco,Morocco,31.7917,-7.0926,10,3120.498046875,1
Peru,Peru,-9.19,-75.0152,10,2868.83837890625,1
Philippines,Philippines,12.879721,121.774017,10,2225.066650390625,1
Portugal,Portugal,39.3999,-8.2245,10,2088.54443359375,1
Jordan,Jordan,31.24,36.51,10,1916.0350341796875,1
Turkey,Turkey,38.9637,35.2433,10,1829.783447265625,1
Israel,Israel,31.046051,34.851612,10,1773.949951171875,1
Austria,Austria,47.5162,14.5501,10,1698.8233642578125,1
South Africa,South Africa,-30.5595,22.9375,10,1645.5003662109375,1
Slovakia,Slovakia,48.669,19.699,10,1581.1593017578125,1
Chile,Chile,-35.6751,-71.543,10,1499.521728515625,1
Hungary,Hungary,47.1625,19.5033,10,1479.0181884765625,1
Bangladesh,Bangladesh,23.685,90.3563,10,1433.7391357421875,1
Tunisia,Tunisia,33.886917,9.537499,10,1368.6773681640625,1
Lebanon,Lebanon,33.8547,35.8623,10,1299.89794921875,1
Burma,Burma,21.9162,95.956,10,1290.790283203125,1
Armenia,Armenia,40.0691,45.0382,10,1284.5838623046875,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,10,1265.0726318359375,1
Costa Rica,Costa Rica,9.7489,-83.7534,10,1111.048828125,1
Georgia,Georgia,42.3154,43.3569,10,1055.1939697265625,1
Quebec,Canada,52.9399,-73.5491,10,995.3742065429688,1
Croatia,Croatia,45.1,15.2,10,990.9713745117188,1
Bulgaria,Bulgaria,42.7339,25.4858,10,981.0165405273438,1
Ecuador,Ecuador,-1.8312,-78.1834,10,974.4862670898438,1
Sweden,Sweden,60.128161,18.643501,10,952.5939331054688,1
Ireland,Ireland,53.1424,-7.6921,10,911.2891235351562,1
Libya,Libya,26.3351,17.228331,10,898.1774291992188,1
US,US,40.0,-100.0,11,157456.453125,1
India,India,20.593684,78.96288,11,42535.3515625,3
Italy,Italy,41.87194,12.56738,11,32249.94140625,3
Brazil,Brazil,-14.235,-51.9253,11,28302.4921875,2
France,France,46.2276,2.2137,11,26260.876953125,2
Russia,Russia,61.52401,105.318756,11,22420.88671875,2
Poland,Poland,51.9194,19.1451,11,22116.322265625,2
United Kingdom,United Kingdom,55.3781,-3.436,11,21399.431640625,2
Germany,Germany,51.165691,10.451526,11,18343.62109375,2
Spain,Spain,40.463667,-3.74922,11,15090.880859375,2
Ukraine,Ukraine,48.3794,31.1656,11,12046.455078125,2
Iran,Iran,32.427908,53.688046,11,12023.5908203125,2
Argentina,Argentina,-38.4161,-63.6167,11,8742.310546875,0
Romania,Romania,45.9432,24.9668,11,8163.31494140625,0
Colombia,Colombia,4.5709,-74.2973,11,7823.66162109375,0
Turkey,Turkey,38.9637,35.2433,11,6700.6728515625,0
Austria,Austria,47.5162,14.5501,11,6206.61376953125,0
Mexico,Mexico,23.6345,-102.5528,11,6108.08251953125,0
Czechia,Czechia,49.8175,15.473,11,5912.03076171875,0
Portugal,Portugal,39.3999,-8.2245,11,5605.822265625,0
Switzerland,Switzerland,46.8182,8.2275,11,5450.97021484375,0
Netherlands,Netherlands,52.1326,5.2913,11,5373.962890625,0
Jordan,Jordan,31.24,36.51,11,5048.953125,0
Morocco,Morocco,31.7917,-7.0926,11,4757.37646484375,0
Hungary,Hungary,47.1625,19.5033,11,4684.42138671875,0
Belgium,Belgium,50.8333,4.469936,11,4483.8515625,0
Serbia,Serbia,44.0165,21.0059,11,4398.6142578125,0
Sweden,Sweden,60.128161,18.643501,11,4378.0498046875,0
Indonesia,Indonesia,-0.7893,113.9213,11,4360.6728515625,0
Georgia,Georgia,42.3154,43.3569,11,3323.45947265625,0
Bulgaria,Bulgaria,42.7339,25.4858,11,3231.134033203125,0
Croatia,Croatia,45.1,15.2,11,2681.961181640625,0
Iraq,Iraq,33.223191,43.679291,11,2632.4873046875,0
Greece,Greece,39.0742,21.8243,11,2354.481689453125,0
Pakistan,Pakistan,30.3753,69.3451,11,2308.876708984375,0
South Africa,South Africa,-30.5595,22.9375,11,2205.85791015625,0
Azerbaijan,Azerbaijan,40.1431,47.5769,11,2172.722412109375,0
Peru,Peru,-9.19,-75.0152,11,2062.428955078125,0
Nepal,Nepal,28.1667,84.25,11,1977.92529296875,0
Slovakia,Slovakia,48.669,19.699,11,1948.681640625,0
Bangladesh,Bangladesh,23.685,90.3563,11,1930.9114990234375,0
Japan,Japan,36.204824,138.252924,11,1677.47119140625,0
Philippines,Philippines,12.879721,121.774017,11,1634.3692626953125,0
Lithuania,Lithuania,55.1694,23.8813,11,1619.6502685546875,0
Lebanon,Lebanon,33.8547,35.8623,11,1581.6221923828125,0
Armenia,Armenia,40.0691,45.0382,11,1481.555908203125,0
Ontario,Canada,51.2538,-85.3232,11,1441.7701416015625,0
Slovenia,Slovenia,46.1512,14.9955,11,1429.871826171875,0
Chile,Chile,-35.6751,-71.543,11,1378.964599609375,0
Burma,Burma,21.9162,95.956,11,1291.9259033203125,0
US,US,40.0,-100.0,12,211019.015625,2
Turkey,Turkey,38.9637,35.2433,12,57008.35546875,3
Brazil,Brazil,-14.235,-51.9253,12,42877.421875,3
Russia,Russia,61.52401,105.318756,12,27613.6953125,0
United Kingdom,United Kingdom,55.3781,-3.436,12,27219.099609375,0
India,India,20.593684,78.96288,12,25811.185546875,0
Germany,Germany,51.165691,10.451526,12,22240.486328125,0
Italy,Italy,41.87194,12.56738,12,15712.740234375,0
France,France,46.2276,2.2137,12,12675.6474609375,1
Ukraine,Ukraine,48.3794,31.1656,12,10670.689453125,1
Colombia,Colombia,4.5709,-74.2973,12,10632.560546875,1
Mexico,Mexico,23.6345,-102.5528,12,10040.5009765625,1
Netherlands,Netherlands,52.1326,5.2913,12,9647.4365234375,1
Poland,Poland,51.9194,19.1451,12,9556.6552734375,1
South Africa,South Africa,-30.5595,22.9375,12,8773.9765625,1
Spain,Spain,40.463667,-3.74922,12,8641.4482421875,1
Iran,Iran,32.427908,53.688046,12,7914.91748046875,1
Indonesia,Indonesia,-0.7893,113.9213,12,6579.67578125,1
Czechia,Czechia,49.8175,15.473,12,6043.322265625,1
Argentina,Argentina,-38.4161,-63.6167,12,6017.546875,1
Sweden,Sweden,60.128161,18.643501,12,5868.1513671875,1
Serbia,Serbia,44.0165,21.0059,12,5108.92041015625,1
Romania,Romania,45.9432,24.9668,12,5057.3857421875,1
Slovakia,Slovakia,48.669,19.699,12,4980.4873046875,1
Switzerland,Switzerland,46.8182,8.2275,12,4034.3173828125,1
Portugal,Portugal,39.3999,-8.2245,12,3621.433349609375,1
Hungary,Hungary,47.1625,19.5033,12,3340.4189453125,1
Azerbaijan,Azerbaijan,40.1431,47.5769,12,3276.2783203125,1
Denmark,Denmark,56.2639,9.5018,12,2933.239013671875,1
Georgia,Georgia,42.3154,43.3569,12,2915.75439453125,1
Lithuania,Lithuania,55.1694,23.8813,12,2772.737060546875,1
Japan,Japan,36.204824,138.252924,12,2761.514892578125,1
Israel,Israel,31.046051,34.851612,12,2694.510986328125,1
Croatia,Croatia,45.1,15.2,12,2681.859375,1
Panama,Panama,8.538,-80.7821,12,2600.456787109375,1
Pakistan,Pakistan,30.3753,69.3451,12,2589.45654296875,1
Morocco,Morocco,31.7917,-7.0926,12,2568.8984375,1
Austria,Austria,47.5162,14.5501,12,2429.175048828125,1
Jordan,Jordan,31.24,36.51,12,2314.11572265625,1
Belgium,Belgium,50.8333,4.469936,12,2290.806884765625,1
Ontario,Canada,51.2538,-85.3232,12,2184.35888671875,1
Quebec,Canada,52.9399,-73.5491,12,2008.43994140625,1
Chile,Chile,-35.6751,-71.543,12,1884.5213623046875,1
Belarus,Belarus,53.7098,27.9534,12,1882.876220703125,1
Bulgaria,Bulgaria,42.7339,25.4858,12,1731.8177490234375,1
West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,12,1683.4520263671875,1
Peru,Peru,-9.19,-75.0152,12,1661.915283203125,1
Lebanon,Lebanon,33.8547,35.8623,12,1657.85888671875,1
Malaysia,Malaysia,4.210484,101.975766,12,1529.015380859375,1
Bangladesh,Bangladesh,23.685,90.3563,12,1519.248779296875,1
US,US,40.0,-100.0,1,200527.953125,2
Brazil,Brazil,-14.235,-51.9253,1,52557.54296875,0
United Kingdom,United Kingdom,55.3781,-3.436,1,42799.83203125,0
Spain,Spain,40.463667,-3.74922,1,30411.65625,0
Russia,Russia,61.52401,105.318756,1,22013.544921875,3
France,France,46.2276,2.2137,1,18784.423828125,3
Germany,Germany,51.165691,10.451526,1,16605.2734375,3
Colombia,Colombia,4.5709,-74.2973,1,15652.7060546875,3
Mexico,Mexico,23.6345,-102.5528,1,15219.2158203125,3
India,India,20.593684,78.96288,1,14975.126953125,3
Italy,Italy,41.87194,12.56738,1,14268.8974609375,3
South Africa,South Africa,-30.5595,22.9375,1,13277.046875,3
Indonesia,Indonesia,-0.7893,113.9213,1,11103.1025390625,3
Argentina,Argentina,-38.4161,-63.6167,1,10394.3671875,3
Portugal,Portugal,39.3999,-8.2245,1,10360.1123046875,3
Czechia,Czechia,49.8175,15.473,1,8569.173828125,1
Turkey,Turkey,38.9637,35.2433,1,8231.6474609375,1
Israel,Israel,31.046051,34.851612,1,7415.76220703125,1
Poland,Poland,51.9194,19.1451,1,6977.8525390625,1
Iran,Iran,32.427908,53.688046,1,6207.79296875,1
Ukraine,Ukraine,48.3794,31.1656,1,5662.236328125,1
Netherlands,Netherlands,52.1326,5.2913,1,5586.2978515625,1
Japan,Japan,36.204824,138.252924,1,5441.22412109375,1
Slovakia,Slovakia,48.669,19.699,1,5056.3203125,1
Sweden,Sweden,60.128161,18.643501,1,4472.4677734375,1
Lebanon,Lebanon,33.8547,35.8623,1,4171.04736328125,1
Peru,Peru,-9.19,-75.0152,1,4086.982666015625,1
Chile,Chile,-35.6751,-71.543,1,3922.740234375,1
Ireland,Ireland,53.1424,-7.6921,1,3429.598876953125,1
Malaysia,Malaysia,4.210484,101.975766,1,3287.5322265625,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,1,3247.698486328125,1
Romania,Romania,45.9432,24.9668,1,3119.4599609375,1
Ontario,Canada,51.2538,-85.3232,1,2692.98193359375,1
Tunisia,Tunisia,33.886917,9.537499,1,2468.300048828125,1
Panama,Panama,8.538,-80.7821,1,2430.1552734375,1
Switzerland,Switzerland,46.8182,8.2275,1,2356.445556640625,1
Pakistan,Pakistan,30.3753,69.3451,1,2111.8408203125,1
Belgium,Belgium,50.8333,4.469936,1,2088.550048828125,1
Bolivia,Bolivia,-16.2902,-63.5887,1,1924.2144775390625,1
Serbia,Serbia,44.0165,21.0059,1,1814.269775390625,1
Quebec,Canada,52.9399,-73.5491,1,1796.7745361328125,1
Belarus,Belarus,53.7098,27.9534,1,1745.5628662109375,1
Philippines,Philippines,12.879721,121.774017,1,1728.968994140625,1
Austria,Austria,47.5162,14.5501,1,1674.6903076171875,1
Nigeria,Nigeria,9.082,8.6753,1,1484.184326171875,1
Dominican Republic,Dominican Republic,18.7357,-70.1627,1,1457.371826171875,1
Slovenia,Slovenia,46.1512,14.9955,1,1447.732666015625,1
Hungary,Hungary,47.1625,19.5033,1,1404.1383056640625,1
Ecuador,Ecuador,-1.8312,-78.1834,1,1274.875,1
Lithuania,Lithuania,55.1694,23.8813,1,1199.2403564453125,1
US,US,40.0,-100.0,2,81541.984375,2
Brazil,Brazil,-14.235,-51.9253,2,47724.046875,3
France,France,46.2276,2.2137,2,19431.615234375,0
Russia,Russia,61.52401,105.318756,2,13797.994140625,0
Spain,Spain,40.463667,-3.74922,2,12971.3046875,0
Italy,Italy,41.87194,12.56738,2,12962.794921875,0
India,India,20.593684,78.96288,2,12448.1044921875,0
United Kingdom,United Kingdom,55.3781,-3.436,2,12434.1103515625,0
Indonesia,Indonesia,-0.7893,113.9213,2,9027.951171875,0
Czechia,Czechia,49.8175,15.473,2,8890.2890625,0
Mexico,Mexico,23.6345,-102.5528,2,8103.16796875,0
Turkey,Turkey,38.9637,35.2433,2,7865.2158203125,0
Germany,Germany,51.165691,10.451526,2,7796.37939453125,0
Iran,Iran,32.427908,53.688046,2,7687.65380859375,0
Peru,Peru,-9.19,-75.0152,2,6893.794921875,0
Poland,Poland,51.9194,19.1451,2,6722.49462890625,0
Argentina,Argentina,-38.4161,-63.6167,2,6225.26123046875,1
Slovakia,Slovakia,48.669,19.699,2,5444.47900390625,1
Colombia,Colombia,4.5709,-74.2973,2,5142.501953125,1
Ukraine,Ukraine,48.3794,31.1656,2,4700.42333984375,1
Israel,Israel,31.046051,34.851612,2,4382.9775390625,1
Netherlands,Netherlands,52.1326,5.2913,2,3891.1533203125,1
Chile,Chile,-35.6751,-71.543,2,3442.12744140625,1
Sweden,Sweden,60.128161,18.643501,2,3231.848876953125,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,2,3125.07470703125,1
Malaysia,Malaysia,4.210484,101.975766,2,2976.447998046875,1
Iraq,Iraq,33.223191,43.679291,2,2845.742431640625,1
Lebanon,Lebanon,33.8547,35.8623,2,2588.73486328125,1
Portugal,Portugal,39.3999,-8.2245,2,2580.954833984375,1
Romania,Romania,45.9432,24.9668,2,2569.145751953125,1
Jordan,Jordan,31.24,36.51,2,2268.28125,1
Serbia,Serbia,44.0165,21.0059,2,2218.455078125,1
Belgium,Belgium,50.8333,4.469936,2,2147.548095703125,1
Hungary,Hungary,47.1625,19.5033,2,2062.697509765625,1
South Africa,South Africa,-30.5595,22.9375,2,2037.7659912109375,1
Philippines,Philippines,12.879721,121.774017,2,1772.6168212890625,1
Austria,Austria,47.5162,14.5501,2,1515.2071533203125,1
Belarus,Belarus,53.7098,27.9534,2,1418.7049560546875,1
Japan,Japan,36.204824,138.252924,2,1415.782470703125,1
Ecuador,Ecuador,-1.8312,-78.1834,2,1261.1754150390625,1
Pakistan,Pakistan,30.3753,69.3451,2,1220.97021484375,1
Greece,Greece,39.0742,21.8243,2,1202.7706298828125,1
Ontario,Canada,51.2538,-85.3232,2,1133.2747802734375,1
Switzerland,Switzerland,46.8182,8.2275,2,1116.1324462890625,1
Bolivia,Bolivia,-16.2902,-63.5887,2,1071.98681640625,1
Albania,Albania,41.1533,20.1683,2,1053.830078125,1
Bulgaria,Bulgaria,42.7339,25.4858,2,1014.7569580078125,1
Paraguay,Paraguay,-23.4425,-58.4438,2,962.0577392578125,1
Kuwait,Kuwait,29.31166,47.481766,2,933.7635498046875,1
Kazakhstan,Kazakhstan,48.0196,66.9237,2,932.054443359375,1
Brazil,Brazil,-14.235,-51.9253,3,72388.53125,1
US,US,40.0,-100.0,3,57382.6171875,3
India,India,20.593684,78.96288,3,35488.3515625,2
France,France,46.2276,2.2137,3,28753.162109375,2
Italy,Italy,41.87194,12.56738,3,22004.29296875,2
Poland,Poland,51.9194,19.1451,3,20415.736328125,2
Turkey,Turkey,38.9637,35.2433,3,19294.20703125,2
Germany,Germany,51.165691,10.451526,3,12185.3017578125,0
Ukraine,Ukraine,48.3794,31.1656,3,11133.087890625,0
Czechia,Czechia,49.8175,15.473,3,9707.2041015625,0
Russia,Russia,61.52401,105.318756,3,9449.7490234375,0
Iran,Iran,32.427908,53.688046,3,7981.619140625,0
Hungary,Hungary,47.1625,19.5033,3,7660.63525390625,0
Jordan,Jordan,31.24,36.51,3,7483.5869140625,0
Argentina,Argentina,-38.4161,-63.6167,3,7432.416015625,0
Peru,Peru,-9.19,-75.0152,3,7404.181640625,0
Netherlands,Netherlands,52.1326,5.2913,3,6183.4365234375,0
Indonesia,Indonesia,-0.7893,113.9213,3,5662.26416015625,0
Philippines,Philippines,12.879721,121.774017,3,5645.517578125,0
Chile,Chile,-35.6751,-71.543,3,5619.8544921875,0
United Kingdom,United Kingdom,55.3781,-3.436,3,5513.236328125,0
Romania,Romania,45.9432,24.9668,3,5016.59716796875,0
Iraq,Iraq,33.223191,43.679291,3,4964.8935546875,0
Colombia,Colombia,4.5709,-74.2973,3,4835.14208984375,0
Mexico,Mexico,23.6345,-102.5528,3,4783.12939453125,0
Serbia,Serbia,44.0165,21.0059,3,4620.125,0
Spain,Spain,40.463667,-3.74922,3,4561.451171875,0
Sweden,Sweden,60.128161,18.643501,3,4503.7568359375,0
Slovakia,Slovakia,48.669,19.699,3,3816.376220703125,0
Belgium,Belgium,50.8333,4.469936,3,3705.713623046875,0
Bulgaria,Bulgaria,42.7339,25.4858,3,3162.03076171875,0
Lebanon,Lebanon,33.8547,35.8623,3,3073.243896484375,0
Pakistan,Pakistan,30.3753,69.3451,3,2995.08154296875,0
Austria,Austria,47.5162,14.5501,3,2799.1162109375,0
Greece,Greece,39.0742,21.8243,3,2321.6962890625,0
United Arab Emirates,United Arab Emirates,23.424076,53.847818,3,2177.473876953125,0
Bangladesh,Bangladesh,23.685,90.3563,3,1986.6104736328125,0
West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,3,1914.6810302734375,0
Paraguay,Paraguay,-23.4425,-58.4438,3,1850.14111328125,0
Ontario,Canada,51.2538,-85.3232,3,1684.47216796875,0
Israel,Israel,31.046051,34.851612,3,1632.73828125,0
Ethiopia,Ethiopia,9.145,40.4897,3,1570.6435546875,0
Uruguay,Uruguay,-32.5228,-55.7658,3,1506.829833984375,0
Moldova,Moldova,47.4116,28.3699,3,1473.906005859375,0
Switzerland,Switzerland,46.8182,8.2275,3,1417.61083984375,0
Ecuador,Ecuador,-1.8312,-78.1834,3,1410.508056640625,0
Malaysia,Malaysia,4.210484,101.975766,3,1403.3919677734375,0
Estonia,Estonia,58.5953,25.0136,3,1374.607666015625,0
Kuwait,Kuwait,29.31166,47.481766,3,1331.67138671875,0
Japan,Japan,36.204824,138.252924,3,1329.8834228515625,0
India,India,20.593684,78.96288,4,235971.015625,0
US,US,40.0,-100.0,4,63664.24609375,2
Brazil,Brazil,-14.235,-51.9253,4,63350.8671875,2
Turkey,Turkey,38.9637,35.2433,4,53528.26171875,2
France,France,46.2276,2.2137,4,32467.001953125,3
Argentina,Argentina,-38.4161,-63.6167,4,22153.908203125,3
Iran,Iran,32.427908,53.688046,4,22002.669921875,3
Germany,Germany,51.165691,10.451526,4,19224.380859375,3
Colombia,Colombia,4.5709,-74.2973,4,15723.5361328125,3
Poland,Poland,51.9194,19.1451,4,15066.0634765625,3
Italy,Italy,41.87194,12.56738,4,14107.515625,3
Ukraine,Ukraine,48.3794,31.1656,4,13105.541015625,3
Philippines,Philippines,12.879721,121.774017,4,9682.552734375,1
Russia,Russia,61.52401,105.318756,4,8524.0341796875,1
Peru,Peru,-9.19,-75.0152,4,8304.7685546875,1
Spain,Spain,40.463667,-3.74922,4,8277.6630859375,1
Netherlands,Netherlands,52.1326,5.2913,4,7582.669921875,1
Iraq,Iraq,33.223191,43.679291,4,7404.65283203125,1
Chile,Chile,-35.6751,-71.543,4,6746.4384765625,1
Sweden,Sweden,60.128161,18.643501,4,5784.79736328125,1
Indonesia,Indonesia,-0.7893,113.9213,4,5198.078125,1
Pakistan,Pakistan,30.3753,69.3451,4,5161.193359375,1
Bangladesh,Bangladesh,23.685,90.3563,4,4903.91796875,1
Ontario,Canada,51.2538,-85.3232,4,4040.058349609375,1
Japan,Japan,36.204824,138.252924,4,4003.712890625,1
Hungary,Hungary,47.1625,19.5033,4,3991.901123046875,1
Mexico,Mexico,23.6345,-102.5528,4,3583.174072265625,1
Belgium,Belgium,50.8333,4.469936,4,3515.661865234375,1
Romania,Romania,45.9432,24.9668,4,3281.44921875,1
Uruguay,Uruguay,-32.5228,-55.7658,4,3137.530517578125,1
Czechia,Czechia,49.8175,15.473,4,3132.770751953125,1
Jordan,Jordan,31.24,36.51,4,3127.40966796875,1
Serbia,Serbia,44.0165,21.0059,4,2870.1328125,1
Greece,Greece,39.0742,21.8243,4,2708.05224609375,1
Kazakhstan,Kazakhstan,48.0196,66.9237,4,2656.76611328125,1
Austria,Austria,47.5162,14.5501,4,2430.015380859375,1
United Kingdom,United Kingdom,55.3781,-3.436,4,2227.959228515625,1
Paraguay,Paraguay,-23.4425,-58.4438,4,2195.325927734375,1
Malaysia,Malaysia,4.210484,101.975766,4,2099.443115234375,1
Croatia,Croatia,45.1,15.2,4,2049.883056640625,1
Switzerland,Switzerland,46.8182,8.2275,4,2033.8157958984375,1
Bulgaria,Bulgaria,42.7339,25.4858,4,2001.3775634765625,1
Azerbaijan,Azerbaijan,40.1431,47.5769,4,1964.9417724609375,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,4,1930.768798828125,1
Lebanon,Lebanon,33.8547,35.8623,4,1907.5528564453125,1
Tunisia,Tunisia,33.886917,9.537499,4,1905.519287109375,1
West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,4,1810.4320068359375,1
Ecuador,Ecuador,-1.8312,-78.1834,4,1806.302978515625,1
Ethiopia,Ethiopia,9.145,40.4897,4,1698.0885009765625,1
Slovakia,Slovakia,48.669,19.699,4,1503.1873779296875,1
India,India,20.593684,78.96288,5,291620.65625,1
Brazil,Brazil,-14.235,-51.9253,5,63123.6484375,2
US,US,40.0,-100.0,5,29506.93359375,0
Argentina,Argentina,-38.4161,-63.6167,5,26926.75,0
Colombia,Colombia,4.5709,-74.2973,5,17267.69140625,0
Iran,Iran,32.427908,53.688046,5,12927.935546875,0
Turkey,Turkey,38.9637,35.2433,5,12391.6025390625,0
Germany,Germany,51.165691,10.451526,5,9409.0830078125,3
Russia,Russia,61.52401,105.318756,5,8450.96484375,3
Nepal,Nepal,28.1667,84.25,5,8129.3115234375,3
Italy,Italy,41.87194,12.56738,5,6066.75146484375,3
Chile,Chile,-35.6751,-71.543,5,5909.68310546875,3
Philippines,Philippines,12.879721,121.774017,5,5877.14111328125,3
Malaysia,Malaysia,4.210484,101.975766,5,5294.11279296875,3
Peru,Peru,-9.19,-75.0152,5,5282.96630859375,3
Japan,Japan,36.204824,138.252924,5,5213.0625,3
Spain,Spain,40.463667,-3.74922,5,5024.87353515625,3
Indonesia,Indonesia,-0.7893,113.9213,5,4768.47607421875,3
Netherlands,Netherlands,52.1326,5.2913,5,4666.5908203125,3
Ukraine,Ukraine,48.3794,31.1656,5,4550.47119140625,3
Iraq,Iraq,33.223191,43.679291,5,4232.609375,3
Sweden,Sweden,60.128161,18.643501,5,3366.927001953125,3
Uruguay,Uruguay,-32.5228,-55.7658,5,3159.888671875,3
Thailand,Thailand,15.870032,100.992541,5,3113.8193359375,3
Pakistan,Pakistan,30.3753,69.3451,5,3113.792236328125,3
South Africa,South Africa,-30.5595,22.9375,5,2768.485107421875,3
Sri Lanka,Sri Lanka,7.873054,80.771797,5,2609.1220703125,3
Paraguay,Paraguay,-23.4425,-58.4438,5,2514.177734375,3
Poland,Poland,51.9194,19.1451,5,2480.39306640625,3
Belgium,Belgium,50.8333,4.469936,5,2329.08056640625,3
Costa Rica,Costa Rica,9.7489,-83.7534,5,2302.712158203125,3
Mexico,Mexico,23.6345,-102.5528,5,2251.547119140625,3
Bolivia,Bolivia,-16.2902,-63.5887,5,2225.989990234375,3
Kazakhstan,Kazakhstan,48.0196,66.9237,5,2194.4375,3
United Kingdom,United Kingdom,55.3781,-3.436,5,2168.012451171875,3
Bahrain,Bahrain,26.0275,50.55,5,2080.899169921875,3
Ontario,Canada,51.2538,-85.3232,5,1994.04833984375,3
Greece,Greece,39.0742,21.8243,5,1970.095947265625,3
United Arab Emirates,United Arab Emirates,23.424076,53.847818,5,1555.6246337890625,3
Ecuador,Ecuador,-1.8312,-78.1834,5,1348.02978515625,3
Maldives,Maldives,3.2028,73.2207,5,1252.47021484375,3
Bangladesh,Bangladesh,23.685,90.3563,5,1250.6507568359375,3
Belarus,Belarus,53.7098,27.9534,5,1191.3289794921875,3
Cuba,Cuba,21.521757,-77.781167,5,1180.9254150390625,3
Venezuela,Venezuela,6.4238,-66.5897,5,1165.732666015625,3
Egypt,Egypt,26.820553,30.802498,5,1154.480224609375,3
Alberta,Canada,53.9333,-116.5765,5,1134.8258056640625,3
Switzerland,Switzerland,46.8182,8.2275,5,1133.3802490234375,3
Tunisia,Tunisia,33.886917,9.537499,5,1125.287109375,3
Georgia,Georgia,42.3154,43.3569,5,1125.0584716796875,3
India,India,20.593684,78.96288,6,69063.6484375,0
Brazil,Brazil,-14.235,-51.9253,6,69020.3359375,0
Colombia,Colombia,4.5709,-74.2973,6,27780.833984375,2
Argentina,Argentina,-38.4161,-63.6167,6,21699.2890625,2
Russia,Russia,61.52401,105.318756,6,14716.794921875,3
US,US,40.0,-100.0,6,12618.126953125,3
Indonesia,Indonesia,-0.7893,113.9213,6,11683.91796875,3
South Africa,South Africa,-30.5595,22.9375,6,10438.52734375,3
United Kingdom,United Kingdom,55.3781,-3.436,6,9981.9296875,3
Iran,Iran,32.427908,53.688046,6,9556.744140625,3
Philippines,Philippines,12.879721,121.774017,6,6172.74609375,1
Chile,Chile,-35.6751,-71.543,6,5861.73291015625,1
Turkey,Turkey,38.9637,35.2433,6,5794.89501953125,1
Malaysia,Malaysia,4.210484,101.975766,6,5731.99072265625,1
