Province_State,Country_Region,Lat,Long,Month,TrendlineCoef,Cluster
Iraq,Iraq,33.223191,43.679291,6,4751.2763671875,1
Spain,Spain,40.463667,-3.74922,6,4056.520263671875,1
Bangladesh,Bangladesh,23.685,90.3563,6,3600.87109375,1
Mexico,Mexico,23.6345,-102.5528,6,3320.75927734375,1
Thailand,Thailand,15.870032,100.992541,6,3200.79296875,1
Peru,Peru,-9.19,-75.0152,6,3197.96435546875,1
France,France,46.2276,2.2137,6,2768.070556640625,1
Uruguay,Uruguay,-32.5228,-55.7658,6,2478.71044921875,1
Sri Lanka,Sri Lanka,7.873054,80.771797,6,2375.959228515625,1
Tunisia,Tunisia,33.886917,9.537499,6,2349.628662109375,1
Nepal,Nepal,28.1667,84.25,6,2305.17041015625,1
Bolivia,Bolivia,-16.2902,-63.5887,6,2253.4248046875,1
Paraguay,Paraguay,-23.4425,-58.4438,6,2200.636962890625,1
Zambia,Zambia,-13.133897,27.849332,6,2165.373291015625,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,6,2078.731689453125,1
Mongolia,Mongolia,46.8625,103.8467,6,2050.465576171875,1
Oman,Oman,21.512583,55.923255,6,1766.842041015625,1
Japan,Japan,36.204824,138.252924,6,1641.4844970703125,1
Afghanistan,Afghanistan,33.93911,67.709953,6,1634.1083984375,1
Kuwait,Kuwait,29.31166,47.481766,6,1606.368896484375,1
Costa Rica,Costa Rica,9.7489,-83.7534,6,1566.5025634765625,1
Cuba,Cuba,21.521757,-77.781167,6,1549.2496337890625,1
Germany,Germany,51.165691,10.451526,6,1397.2537841796875,1
Guatemala,Guatemala,15.7835,-90.2308,6,1347.6585693359375,1
Italy,Italy,41.87194,12.56738,6,1316.0946044921875,1
Venezuela,Venezuela,6.4238,-66.5897,6,1283.12255859375,1
Saudi Arabia,Saudi Arabia,23.885942,45.079162,6,1220.79248046875,1
Kazakhstan,Kazakhstan,48.0196,66.9237,6,1214.8876953125,1
Uganda,Uganda,1.373333,32.290275,6,1205.714111328125,1
Ukraine,Ukraine,48.3794,31.1656,6,1202.199951171875,1
Namibia,Namibia,-22.9576,18.4904,6,1177.3497314453125,1
Pakistan,Pakistan,30.3753,69.3451,6,1098.09716796875,1
Dominican Republic,Dominican Republic,18.7357,-70.1627,6,1068.87158203125,1
Ecuador,Ecuador,-1.8312,-78.1834,6,1042.664306640625,1
Portugal,Portugal,39.3999,-8.2245,6,999.3577270507812,1
Netherlands,Netherlands,52.1326,5.2913,6,995.9857788085938,1
Brazil,Brazil,-14.235,-51.9253,7,42615.73828125,2
Indonesia,Indonesia,-0.7893,113.9213,7,42107.6796875,2
US,US,40.0,-100.0,7,40998.34765625,2
India,India,20.593684,78.96288,7,39299.05078125,2
United Kingdom,United Kingdom,55.3781,-3.436,7,37000.20703125,2
Russia,Russia,61.52401,105.318756,7,23919.25,0
Spain,Spain,40.463667,-3.74922,7,22584.060546875,0
Iran,Iran,32.427908,53.688046,7,22014.51171875,0
Colombia,Colombia,4.5709,-74.2973,7,16972.78125,0
South Africa,South Africa,-30.5595,22.9375,7,14563.298828125,0
Argentina,Argentina,-38.4161,-63.6167,7,14534.27734375,0
Malaysia,Malaysia,4.210484,101.975766,7,11769.3388671875,3
Bangladesh,Bangladesh,23.685,90.3563,7,10916.044921875,3
Thailand,Thailand,15.870032,100.992541,7,10882.8056640625,3
France,France,46.2276,2.2137,7,10614.189453125,3
Mexico,Mexico,23.6345,-102.5528,7,10508.94140625,3
Iraq,Iraq,33.223191,43.679291,7,8997.9267578125,3
Turkey,Turkey,38.9637,35.2433,7,8859.4453125,3
Netherlands,Netherlands,52.1326,5.2913,7,7139.2900390625,3
Cuba,Cuba,21.521757,-77.781167,7,6424.08349609375,3
Tunisia,Tunisia,33.886917,9.537499,7,5629.892578125,1
Philippines,Philippines,12.879721,121.774017,7,5501.75537109375,1
Kazakhstan,Kazakhstan,48.0196,66.9237,7,5294.45361328125,1
Burma,Burma,21.9162,95.956,7,4958.00830078125,1
Vietnam,Vietnam,14.058324,108.277199,7,4338.806640625,1
Japan,Japan,36.204824,138.252924,7,3669.32421875,1
Portugal,Portugal,39.3999,-8.2245,7,3006.797607421875,1
Italy,Italy,41.87194,12.56738,7,2855.98876953125,1
Morocco,Morocco,31.7917,-7.0926,7,2656.40478515625,1
Greece,Greece,39.0742,21.8243,7,2449.84716796875,1
Guatemala,Guatemala,15.7835,-90.2308,7,2374.62060546875,1
Pakistan,Pakistan,30.3753,69.3451,7,2371.8330078125,1
Zimbabwe,Zimbabwe,-19.015438,29.154857,7,2038.658447265625,1
Libya,Libya,26.3351,17.228331,7,1982.2750244140625,1
Peru,Peru,-9.19,-75.0152,7,1825.72900390625,1
Chile,Chile,-35.6751,-71.543,7,1800.0379638671875,1
Nepal,Nepal,28.1667,84.25,7,1784.5213623046875,1
Georgia,Georgia,42.3154,43.3569,7,1705.0633544921875,1
Sri Lanka,Sri Lanka,7.873054,80.771797,7,1546.047119140625,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,7,1534.667724609375,1
Mongolia,Mongolia,46.8625,103.8467,7,1506.14794921875,1
Mozambique,Mozambique,-18.665695,35.529562,7,1488.4310302734375,1
"Korea, South","Korea, South",35.907757,127.766922,7,1422.8660888671875,1
Belgium,Belgium,50.8333,4.469936,7,1368.3822021484375,1
Botswana,Botswana,-22.3285,24.6849,7,1329.506103515625,1
Kuwait,Kuwait,29.31166,47.481766,7,1311.647216796875,1
Germany,Germany,51.165691,10.451526,7,1276.0145263671875,1
Costa Rica,Costa Rica,9.7489,-83.7534,7,1274.7193603515625,1
Zambia,Zambia,-13.133897,27.849332,7,1251.5411376953125,1
Kyrgyzstan,Kyrgyzstan,41.20438,74.766098,7,1237.102783203125,1
US,US,40.0,-100.0,8,142757.125,2
Iran,Iran,32.427908,53.688046,8,36688.03515625,0
India,India,20.593684,78.96288,8,36225.5546875,0
United Kingdom,United Kingdom,55.3781,-3.436,8,30728.5,0
Brazil,Brazil,-14.235,-51.9253,8,28633.71484375,0
Indonesia,Indonesia,-0.7893,113.9213,8,21881.3203125,3
Turkey,Turkey,38.9637,35.2433,8,21102.4765625,3
Malaysia,Malaysia,4.210484,101.975766,8,20792.603515625,3
Russia,Russia,61.52401,105.318756,8,20508.287109375,3
Thailand,Thailand,15.870032,100.992541,8,20167.578125,3
Japan,Japan,36.204824,138.252924,8,19437.791015625,3
France,France,46.2276,2.2137,8,19419.0703125,3
Mexico,Mexico,23.6345,-102.5528,8,17405.74609375,3
Philippines,Philippines,12.879721,121.774017,8,13164.482421875,3
Spain,Spain,40.463667,-3.74922,8,12342.7265625,3
South Africa,South Africa,-30.5595,22.9375,8,11183.66796875,3
Vietnam,Vietnam,14.058324,108.277199,8,10018.9052734375,1
Cuba,Cuba,21.521757,-77.781167,8,8818.314453125,1
Iraq,Iraq,33.223191,43.679291,8,8155.8837890625,1
Argentina,Argentina,-38.4161,-63.6167,8,8106.30859375,1
Morocco,Morocco,31.7917,-7.0926,8,7991.32373046875,1
Bangladesh,Bangladesh,23.685,90.3563,8,7559.73583984375,1
Kazakhstan,Kazakhstan,48.0196,66.9237,8,7332.79150390625,1
Israel,Israel,31.046051,34.851612,8,6574.1669921875,1
Italy,Italy,41.87194,12.56738,8,6301.4091796875,1
Germany,Germany,51.165691,10.451526,8,5752.77685546875,1
Georgia,Georgia,42.3154,43.3569,8,4484.34033203125,1
Sri Lanka,Sri Lanka,7.873054,80.771797,8,4342.08203125,1
Pakistan,Pakistan,30.3753,69.3451,8,4095.1845703125,1
Colombia,Colombia,4.5709,-74.2973,8,3666.510986328125,1
Guatemala,Guatemala,15.7835,-90.2308,8,3481.707275390625,1
Greece,Greece,39.0742,21.8243,8,3147.114501953125,1
Burma,Burma,21.9162,95.956,8,3111.102783203125,1
Azerbaijan,Azerbaijan,40.1431,47.5769,8,2799.618896484375,1
Netherlands,Netherlands,52.1326,5.2913,8,2437.48095703125,1
Tunisia,Tunisia,33.886917,9.537499,8,2299.51611328125,1
Portugal,Portugal,39.3999,-8.2245,8,2294.48583984375,1
Nepal,Nepal,28.1667,84.25,8,2208.322509765625,1
Switzerland,Switzerland,46.8182,8.2275,8,2113.6318359375,1
Belgium,Belgium,50.8333,4.469936,8,1931.5455322265625,1
Libya,Libya,26.3351,17.228331,8,1863.7169189453125,1
Costa Rica,Costa Rica,9.7489,-83.7534,8,1834.3883056640625,1
"Korea, South","Korea, South",35.907757,127.766922,8,1779.040283203125,1
Ireland,Ireland,53.1424,-7.6921,8,1739.8282470703125,1
Ukraine,Ukraine,48.3794,31.1656,8,1688.17626953125,1
Botswana,Botswana,-22.3285,24.6849,8,1546.6964111328125,1
Mongolia,Mongolia,46.8625,103.8467,8,1516.96533203125,1
Honduras,Honduras,15.2,-86.2419,8,1404.082275390625,1
Lebanon,Lebanon,33.8547,35.8623,8,1385.9383544921875,1
Kosovo,Kosovo,42.602636,20.902977,8,1333.4842529296875,1
US,US,40.0,-100.0,9,137453.34375,2
United Kingdom,United Kingdom,55.3781,-3.436,9,32764.548828125,0
India,India,20.593684,78.96288,9,30902.712890625,0
Turkey,Turkey,38.9637,35.2433,9,25779.876953125,0
Brazil,Brazil,-14.235,-51.9253,9,22862.40625,0
Philippines,Philippines,12.879721,121.774017,9,19331.7734375,3
Russia,Russia,61.52401,105.318756,9,19159.890625,3
Iran,Iran,32.427908,53.688046,9,19110.326171875,3
Malaysia,Malaysia,4.210484,101.975766,9,16762.2265625,3
Thailand,Thailand,15.870032,100.992541,9,13328.240234375,3
Vietnam,Vietnam,14.058324,108.277199,9,10919.0419921875,3
Mexico,Mexico,23.6345,-102.5528,9,9683.251953125,3
Germany,Germany,51.165691,10.451526,9,9185.353515625,1
Cuba,Cuba,21.521757,-77.781167,9,7780.60546875,1
Israel,Israel,31.046051,34.851612,9,7120.55029296875,1
France,France,46.2276,2.2137,9,6858.3466796875,1
Serbia,Serbia,44.0165,21.0059,9,6251.55029296875,1
Japan,Japan,36.204824,138.252924,9,5986.08935546875,1
Mongolia,Mongolia,46.8625,103.8467,9,5703.169921875,1
Ukraine,Ukraine,48.3794,31.1656,9,4855.115234375,1
Romania,Romania,45.9432,24.9668,9,4295.71728515625,1
Italy,Italy,41.87194,12.56738,9,4263.85693359375,1
Indonesia,Indonesia,-0.7893,113.9213,9,3829.72021484375,1
South Africa,South Africa,-30.5595,22.9375,9,3753.119873046875,1
Iraq,Iraq,33.223191,43.679291,9,3626.623291015625,1
Kazakhstan,Kazakhstan,48.0196,66.9237,9,3169.43408203125,1
Spain,Spain,40.463667,-3.74922,9,3169.024169921875,1
Guatemala,Guatemala,15.7835,-90.2308,9,2886.41259765625,1
Pakistan,Pakistan,30.3753,69.3451,9,2740.281005859375,1
Sri Lanka,Sri Lanka,7.873054,80.771797,9,2519.581787109375,1
Costa Rica,Costa Rica,9.7489,-83.7534,9,2279.894775390625,1
Greece,Greece,39.0742,21.8243,9,2218.28955078125,1
Morocco,Morocco,31.7917,-7.0926,9,2186.924560546875,1
Argentina,Argentina,-38.4161,-63.6167,9,2183.885009765625,1
Switzerland,Switzerland,46.8182,8.2275,9,2096.6455078125,1
Burma,Burma,21.9162,95.956,9,2064.2919921875,1
West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,9,2035.956787109375,1
Georgia,Georgia,42.3154,43.3569,9,2024.5198974609375,1
Belgium,Belgium,50.8333,4.469936,9,1985.4022216796875,1
Netherlands,Netherlands,52.1326,5.2913,9,1981.929443359375,1
"Korea, South","Korea, South",35.907757,127.766922,9,1968.0289306640625,1
Belarus,Belarus,53.7098,27.9534,9,1889.968017578125,1
Austria,Austria,47.5162,14.5501,9,1884.921875,1
Azerbaijan,Azerbaijan,40.1431,47.5769,9,1863.1309814453125,1
Bangladesh,Bangladesh,23.685,90.3563,9,1761.4171142578125,1
Colombia,Colombia,4.5709,-74.2973,9,1577.8636474609375,1
Alberta,Canada,53.9333,-116.5765,9,1548.6962890625,1
Bulgaria,Bulgaria,42.7339,25.4858,9,1516.180419921875,1
Tunisia,Tunisia,33.886917,9.537499,9,1502.73876953125,1
Ireland,Ireland,53.1424,-7.6921,9,1305.099853515625,1
US,US,40.0,-100.0,10,80311.8125,3
United Kingdom,United Kingdom,55.3781,-3.436,10,41892.8515625,0
Russia,Russia,61.52401,105.318756,10,31768.642578125,0
Turkey,Turkey,38.9637,35.2433,10,28823.0078125,0
Ukraine,Ukraine,48.3794,31.1656,10,16931.294921875,2
India,India,20.593684,78.96288,10,16238.052734375,2
Romania,Romania,45.9432,24.9668,10,14027.015625,2
Brazil,Brazil,-14.235,-51.9253,10,12025.599609375,2
Germany,Germany,51.165691,10.451526,10,11080.7734375,2
Iran,Iran,32.427908,53.688046,10,10923.26953125,2
Thailand,Thailand,15.870032,100.992541,10,9941.6923828125,2
Philippines,Philippines,12.879721,121.774017,10,7144.07421875,1
Malaysia,Malaysia,4.210484,101.975766,10,6985.6181640625,1
Serbia,Serbia,44.0165,21.0059,10,6530.25146484375,1
Mongolia,Mongolia,46.8625,103.8467,10,6299.75244140625,1
France,France,46.2276,2.2137,10,4585.8779296875,1
Mexico,Mexico,23.6345,-102.5528,10,4584.8505859375,1
Netherlands,Netherlands,52.1326,5.2913,10,4322.8720703125,1
Belgium,Belgium,50.8333,4.469936,10,3963.447265625,1
Vietnam,Vietnam,14.058324,108.277199,10,3832.838623046875,1
Georgia,Georgia,42.3154,43.3569,10,3706.920654296875,1
Poland,Poland,51.9194,19.1451,10,3621.959228515625,1
Bulgaria,Bulgaria,42.7339,25.4858,10,3402.1298828125,1
Singapore,Singapore,1.2833,103.8333,10,3326.80322265625,1
Italy,Italy,41.87194,12.56738,10,3034.144775390625,1
Slovakia,Slovakia,48.669,19.699,10,2924.769287109375,1
Greece,Greece,39.0742,21.8243,10,2797.589111328125,1
Austria,Austria,47.5162,14.5501,10,2578.975830078125,1
Lithuania,Lithuania,55.1694,23.8813,10,2555.553955078125,1
Cuba,Cuba,21.521757,-77.781167,10,2230.2041015625,1
Czechia,Czechia,49.8175,15.473,10,2151.7783203125,1
Latvia,Latvia,56.8796,24.6032,10,2056.154052734375,1
Belarus,Belarus,53.7098,27.9534,10,2013.3975830078125,1
Croatia,Croatia,45.1,15.2,10,2003.361328125,1
Kazakhstan,Kazakhstan,48.0196,66.9237,10,1842.6572265625,1
Ireland,Ireland,53.1424,-7.6921,10,1835.1495361328125,1
Spain,Spain,40.463667,-3.74922,10,1768.16455078125,1
Victoria,Australia,-37.8136,144.9631,10,1760.69921875,1
Iraq,Iraq,33.223191,43.679291,10,1660.5677490234375,1
Azerbaijan,Azerbaijan,40.1431,47.5769,10,1596.167724609375,1
"Korea, South","Korea, South",35.907757,127.766922,10,1595.2161865234375,1
Armenia,Armenia,40.0691,45.0382,10,1542.008056640625,1
Moldova,Moldova,47.4116,28.3699,10,1468.3447265625,1
Colombia,Colombia,4.5709,-74.2973,10,1410.362060546875,1
West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,10,1388.7689208984375,1
Hungary,Hungary,47.1625,19.5033,10,1360.8270263671875,1
Israel,Israel,31.046051,34.851612,10,1355.922119140625,1
Slovenia,Slovenia,46.1512,14.9955,10,1320.212890625,1
Chile,Chile,-35.6751,-71.543,10,1317.862548828125,1
Jordan,Jordan,31.24,36.51,10,1260.95849609375,1
US,US,40.0,-100.0,11,84404.2109375,1
Germany,Germany,51.165691,10.451526,11,43069.5859375,2
United Kingdom,United Kingdom,55.3781,-3.436,11,39321.58203125,2
Russia,Russia,61.52401,105.318756,11,36395.28125,2
Turkey,Turkey,38.9637,35.2433,11,24834.171875,3
Ukraine,Ukraine,48.3794,31.1656,11,18661.19921875,3
Netherlands,Netherlands,52.1326,5.2913,11,18384.0546875,3
Poland,Poland,51.9194,19.1451,11,18071.033203125,3
France,France,46.2276,2.2137,11,16407.326171875,3
Belgium,Belgium,50.8333,4.469936,11,13622.3154296875,3
Czechia,Czechia,49.8175,15.473,11,13560.1171875,3
Austria,Austria,47.5162,14.5501,11,11757.4482421875,3
Vietnam,Vietnam,14.058324,108.277199,11,10699.0751953125,3
India,India,20.593684,78.96288,11,10430.9267578125,3
Brazil,Brazil,-14.235,-51.9253,11,9699.69921875,0
Slovakia,Slovakia,48.669,19.699,11,9433.80078125,0
Italy,Italy,41.87194,12.56738,11,8823.3271484375,0
Hungary,Hungary,47.1625,19.5033,11,8109.40185546875,0
Thailand,Thailand,15.870032,100.992541,11,6788.3974609375,0
Greece,Greece,39.0742,21.8243,11,6635.6787109375,0
Iran,Iran,32.427908,53.688046,11,6176.46826171875,0
Malaysia,Malaysia,4.210484,101.975766,11,5541.83544921875,0
Spain,Spain,40.463667,-3.74922,11,4908.2705078125,0
Croatia,Croatia,45.1,15.2,11,4903.78662109375,0
Switzerland,Switzerland,46.8182,8.2275,11,4585.62109375,0
Ireland,Ireland,53.1424,-7.6921,11,4237.82958984375,0
Georgia,Georgia,42.3154,43.3569,11,4201.02587890625,0
Romania,Romania,45.9432,24.9668,11,3940.357666015625,0
Serbia,Serbia,44.0165,21.0059,11,3507.16552734375,0
Denmark,Denmark,56.2639,9.5018,11,3461.111572265625,0
Slovenia,Slovenia,46.1512,14.9955,11,3028.338134765625,0
Jordan,Jordan,31.24,36.51,11,3026.03271484375,0
Bulgaria,Bulgaria,42.7339,25.4858,11,2833.869873046875,0
"Korea, South","Korea, South",35.907757,127.766922,11,2829.027099609375,0
Mexico,Mexico,23.6345,-102.5528,11,2728.79345703125,0
Mongolia,Mongolia,46.8625,103.8467,11,2503.433837890625,0
Chile,Chile,-35.6751,-71.543,11,2370.65625,0
Colombia,Colombia,4.5709,-74.2973,11,2329.31103515625,0
Singapore,Singapore,1.2833,103.8333,11,2220.89404296875,0
Lithuania,Lithuania,55.1694,23.8813,11,2080.73193359375,0
Norway,Norway,60.472,8.4689,11,1994.2740478515625,0
Portugal,Portugal,39.3999,-8.2245,11,1947.8536376953125,0
Azerbaijan,Azerbaijan,40.1431,47.5769,11,1918.0267333984375,0
Belarus,Belarus,53.7098,27.9534,11,1830.21240234375,0
Philippines,Philippines,12.879721,121.774017,11,1502.22998046875,0
South Africa,South Africa,-30.5595,22.9375,11,1437.55126953125,0
Argentina,Argentina,-38.4161,-63.6167,11,1366.6756591796875,0
Mauritius,Mauritius,-20.348404,57.552152,11,1272.8482666015625,0
Peru,Peru,-9.19,-75.0152,11,1222.7601318359375,0
Kazakhstan,Kazakhstan,48.0196,66.9237,11,1158.8861083984375,0
US,US,40.0,-100.0,12,177450.40625,0
United Kingdom,United Kingdom,55.3781,-3.436,12,83343.5859375,2
France,France,46.2276,2.2137,12,63293.97265625,2
Germany,Germany,51.165691,10.451526,12,40041.31640625,3
Spain,Spain,40.463667,-3.74922,12,33787.859375,3
Italy,Italy,41.87194,12.56738,12,29521.63671875,3
Russia,Russia,61.52401,105.318756,12,27486.41796875,3
Turkey,Turkey,38.9637,35.2433,12,20401.169921875,3
Poland,Poland,51.9194,19.1451,12,17905.80859375,3
South Africa,South Africa,-30.5595,22.9375,12,17530.642578125,3
Vietnam,Vietnam,14.058324,108.277199,12,16293.9453125,3
Netherlands,Netherlands,52.1326,5.2913,12,14676.4462890625,3
Denmark,Denmark,56.2639,9.5018,12,9819.5947265625,1
Belgium,Belgium,50.8333,4.469936,12,9608.4345703125,1
Czechia,Czechia,49.8175,15.473,12,9530.45703125,1
Switzerland,Switzerland,46.8182,8.2275,12,9473.052734375,1
Argentina,Argentina,-38.4161,-63.6167,12,7836.27001953125,1
India,India,20.593684,78.96288,12,7631.00537109375,1
Ukraine,Ukraine,48.3794,31.1656,12,7331.9365234375,1
Greece,Greece,39.0742,21.8243,12,6519.3076171875,1
Portugal,Portugal,39.3999,-8.2245,12,6349.25830078125,1
"Korea, South","Korea, South",35.907757,127.766922,12,6221.8251953125,1
Ireland,Ireland,53.1424,-7.6921,12,6162.75927734375,1
Slovakia,Slovakia,48.669,19.699,12,5874.5126953125,1
Brazil,Brazil,-14.235,-51.9253,12,4911.4990234375,1
Ontario,Canada,51.2538,-85.3232,12,4905.30419921875,1
Hungary,Hungary,47.1625,19.5033,12,4539.1328125,1
Quebec,Canada,52.9399,-73.5491,12,4429.70703125,1
Norway,Norway,60.472,8.4689,12,4224.82080078125,1
Malaysia,Malaysia,4.210484,101.975766,12,3899.723388671875,1
Jordan,Jordan,31.24,36.51,12,3557.8408203125,1
Austria,Austria,47.5162,14.5501,12,3388.807373046875,1
Sweden,Sweden,60.128161,18.643501,12,3366.364013671875,1
Thailand,Thailand,15.870032,100.992541,12,3308.924072265625,1
New South Wales,Australia,-33.8688,151.2093,12,3179.28466796875,1
Croatia,Croatia,45.1,15.2,12,3111.274658203125,1
Zimbabwe,Zimbabwe,-19.015438,29.154857,12,2943.3173828125,1
Georgia,Georgia,42.3154,43.3569,12,2801.10400390625,1
Mexico,Mexico,23.6345,-102.5528,12,2466.4052734375,1
Iran,Iran,32.427908,53.688046,12,2368.490234375,1
Finland,Finland,61.92411,25.748151,12,2363.4140625,1
Colombia,Colombia,4.5709,-74.2973,12,2346.486328125,1
Peru,Peru,-9.19,-75.0152,12,1786.09228515625,1
Bolivia,Bolivia,-16.2902,-63.5887,12,1750.1129150390625,1
Lebanon,Lebanon,33.8547,35.8623,12,1685.78271484375,1
Victoria,Australia,-37.8136,144.9631,12,1653.2125244140625,1
Lithuania,Lithuania,55.1694,23.8813,12,1578.709228515625,1
Bulgaria,Bulgaria,42.7339,25.4858,12,1530.8931884765625,1
Belarus,Belarus,53.7098,27.9534,12,1402.7694091796875,1
Ethiopia,Ethiopia,9.145,40.4897,12,1366.7177734375,1
US,US,40.0,-100.0,1,706151.3125,1
France,France,46.2276,2.2137,1,311586.75,2
India,India,20.593684,78.96288,1,243636.90625,2
Italy,Italy,41.87194,12.56738,1,168595.578125,3
Spain,Spain,40.463667,-3.74922,1,124886.6484375,3
United Kingdom,United Kingdom,55.3781,-3.436,1,114560.828125,3
Brazil,Brazil,-14.235,-51.9253,1,109130.28125,3
Argentina,Argentina,-38.4161,-63.6167,1,100408.96875,3
Germany,Germany,51.165691,10.451526,1,85955.390625,3
Turkey,Turkey,38.9637,35.2433,1,69833.3125,3
Israel,Israel,31.046051,34.851612,1,53437.93359375,0
Netherlands,Netherlands,52.1326,5.2913,1,43283.1953125,0
Portugal,Portugal,39.3999,-8.2245,1,42406.01953125,0
Russia,Russia,61.52401,105.318756,1,38675.74609375,0
Belgium,Belgium,50.8333,4.469936,1,35796.11328125,0
Peru,Peru,-9.19,-75.0152,1,35364.90234375,0
Mexico,Mexico,23.6345,-102.5528,1,34724.0546875,0
New South Wales,Australia,-33.8688,151.2093,1,32499.462890625,0
Japan,Japan,36.204824,138.252924,1,32157.427734375,0
Denmark,Denmark,56.2639,9.5018,1,31202.900390625,0
Switzerland,Switzerland,46.8182,8.2275,1,29467.515625,0
Sweden,Sweden,60.128161,18.643501,1,27697.201171875,0
Philippines,Philippines,12.879721,121.774017,1,27344.3828125,0
Colombia,Colombia,4.5709,-74.2973,1,26397.830078125,0
Victoria,Australia,-37.8136,144.9631,1,24390.263671875,0
Poland,Poland,51.9194,19.1451,1,24299.810546875,0
Greece,Greece,39.0742,21.8243,1,22338.63671875,0
Czechia,Czechia,49.8175,15.473,1,20972.388671875,0
Austria,Austria,47.5162,14.5501,1,18579.19921875,0
Vietnam,Vietnam,14.058324,108.277199,1,17522.49609375,0
Queensland,Australia,-27.4698,153.0251,1,14859.66796875,0
Romania,Romania,45.9432,24.9668,1,13249.4560546875,0
Serbia,Serbia,44.0165,21.0059,1,13233.35546875,0
Norway,Norway,60.472,8.4689,1,13065.193359375,0
Ukraine,Ukraine,48.3794,31.1656,1,12570.2294921875,0
Ireland,Ireland,53.1424,-7.6921,1,12454.5693359375,0
Chile,Chile,-35.6751,-71.543,1,10930.734375,0
Kazakhstan,Kazakhstan,48.0196,66.9237,1,9687.3193359375,0
Hungary,Hungary,47.1625,19.5033,1,9578.2265625,0
Uruguay,Uruguay,-32.5228,-55.7658,1,9217.3466796875,0
Bolivia,Bolivia,-16.2902,-63.5887,1,9096.0732421875,0
Slovenia,Slovenia,46.1512,14.9955,1,8228.8359375,0
Ontario,Canada,51.2538,-85.3232,1,8019.69580078125,0
Quebec,Canada,52.9399,-73.5491,1,8010.11865234375,0
Croatia,Croatia,45.1,15.2,1,7723.0419921875,0
Panama,Panama,8.538,-80.7821,1,7504.3857421875,0
Georgia,Georgia,42.3154,43.3569,1,7499.0380859375,0
Thailand,Thailand,15.870032,100.992541,1,7445.06591796875,0
Finland,Finland,61.92411,25.748151,1,7367.60205078125,0
Bulgaria,Bulgaria,42.7339,25.4858,1,7098.7900390625,0
Germany,Germany,51.165691,10.451526,2,176718.796875,1
Russia,Russia,61.52401,105.318756,2,169409.21875,1
US,US,40.0,-100.0,2,124191.75,3
Brazil,Brazil,-14.235,-51.9253,2,114911.34375,3
France,France,46.2276,2.2137,2,102650.4765625,3
Turkey,Turkey,38.9637,35.2433,2,88225.828125,3
"Korea, South","Korea, South",35.907757,127.766922,2,86964.125,3
Japan,Japan,36.204824,138.252924,2,81433.921875,3
Netherlands,Netherlands,52.1326,5.2913,2,65203.6171875,2
Italy,Italy,41.87194,12.56738,2,59591.55859375,2
United Kingdom,United Kingdom,55.3781,-3.436,2,53132.76953125,2
Indonesia,Indonesia,-0.7893,113.9213,2,47621.2421875,2
India,India,20.593684,78.96288,2,40811.171875,2
Vietnam,Vietnam,14.058324,108.277199,2,39045.33203125,2
Denmark,Denmark,56.2639,9.5018,2,37502.7734375,2
Spain,Spain,40.463667,-3.74922,2,35140.89453125,2
Chile,Chile,-35.6751,-71.543,2,32836.375,2
Ukraine,Ukraine,48.3794,31.1656,2,30387.94140625,2
Austria,Austria,47.5162,14.5501,2,29908.53515625,2
Poland,Poland,51.9194,19.1451,2,26576.953125,0
Iran,Iran,32.427908,53.688046,2,23846.298828125,0
Israel,Israel,31.046051,34.851612,2,23329.353515625,0
Portugal,Portugal,39.3999,-8.2245,2,22506.716796875,0
Malaysia,Malaysia,4.210484,101.975766,2,22262.138671875,0
Czechia,Czechia,49.8175,15.473,2,21902.2421875,0
Slovakia,Slovakia,48.669,19.699,2,20095.572265625,0
Switzerland,Switzerland,46.8182,8.2275,2,19323.130859375,0
Mexico,Mexico,23.6345,-102.5528,2,19319.552734375,0
Romania,Romania,45.9432,24.9668,2,17294.59375,0
Greece,Greece,39.0742,21.8243,2,17284.953125,0
Norway,Norway,60.472,8.4689,2,16442.640625,0
Thailand,Thailand,15.870032,100.992541,2,16373.275390625,0
Argentina,Argentina,-38.4161,-63.6167,2,16307.4404296875,0
Georgia,Georgia,42.3154,43.3569,2,15244.056640625,0
Jordan,Jordan,31.24,36.51,2,15048.064453125,0
Singapore,Singapore,1.2833,103.8333,2,14186.205078125,0
Belgium,Belgium,50.8333,4.469936,2,12478.4755859375,0
Latvia,Latvia,56.8796,24.6032,2,9553.7373046875,0
Lithuania,Lithuania,55.1694,23.8813,2,9155.3828125,0
Peru,Peru,-9.19,-75.0152,2,8999.236328125,0
New South Wales,Australia,-33.8688,151.2093,2,8126.26708984375,0
Sweden,Sweden,60.128161,18.643501,2,8041.42822265625,0
Hungary,Hungary,47.1625,19.5033,2,7980.556640625,0
Serbia,Serbia,44.0165,21.0059,2,7581.10498046875,0
Belarus,Belarus,53.7098,27.9534,2,6938.58837890625,0
Hong Kong,China,22.3,114.2,2,6002.44580078125,0
Uruguay,Uruguay,-32.5228,-55.7658,2,5983.837890625,0
Finland,Finland,61.92411,25.748151,2,5773.76611328125,0
Slovenia,Slovenia,46.1512,14.9955,2,5664.90234375,0
Victoria,Australia,-37.8136,144.9631,2,5612.49072265625,0
